order_id,customer_id,product_id,product_name,quantity,price_per_unit,total_amount,sale_date
6208,CUST-0028,1013,Аккумулятор 60Ah,6,5576.23,33457.38,2025-08-10
6209,CUST-0345,1011,Генератор,19,4694.01,89186.15,2025-01-14
6210,CUST-0273,1001,Тормозные колодки передние,8,1055.26,8442.12,2025-02-18
6211,CUST-0214,1017,Тормозная жидкость DOT-4,1,5328.2,5328.2,2025-06-02
6212,CUST-0347,1018,Щётки стеклоочистителя,12,6788.16,81457.9,2025-01-20
6213,CUST-0079,1002,Тормозные колодки задние,5,1033.86,5169.31,2025-06-05
6214,CUST-0045,1003,Масляный фильтр,9,1264.83,11383.51,2025-08-18
6215,CUST-0498,1002,Тормозные колодки задние,5,1258.9,6294.49,2025-08-05
6216,CUST-0241,1003,Масляный фильтр,14,1646.5,23051.06,2025-09-30
6217,CUST-0033,1015,Моторное масло 5W-40,7,4640.4,32482.79,2025-05-25
6218,CUST-0442,1019,Лампы H4,20,6756.6,135131.97,2025-01-06
6219,CUST-0144,1007,Амортизатор задний,5,3332.98,16664.88,2025-04-07
6220,CUST-0371,1010,Радиатор охлаждения,16,3383.72,54139.51,2025-04-15
6221,CUST-0023,1010,Радиатор охлаждения,10,3194.56,31945.64,2025-07-30
6222,CUST-0413,1012,Стартер,3,5023.88,15071.64,2025-01-11
6223,CUST-0007,1010,Радиатор охлаждения,13,3002.92,39037.91,2025-11-19
6224,CUST-0121,1010,Радиатор охлаждения,4,3298.92,13195.67,2025-06-22
6225,CUST-0234,1012,Стартер,11,5180.08,56980.83,2025-10-20
6226,CUST-0242,1010,Радиатор охлаждения,5,3070.99,15354.94,2025-03-17
6227,CUST-0183,1005,Свечи зажигания,8,2272.2,18177.57,2025-08-05
6228,CUST-0251,1015,Моторное масло 5W-40,5,5645.99,28229.95,2025-07-13
6229,CUST-0308,1003,Масляный фильтр,17,1750.46,29757.84,2025-10-14
6230,CUST-0284,1019,Лампы H4,18,6554.14,117974.61,2025-08-21
6231,CUST-0225,1016,Антифриз G12,14,5571.27,77997.81,2025-07-09
6232,CUST-0238,1003,Масляный фильтр,7,1562.56,10937.94,2025-12-03
6233,CUST-0311,1003,Масляный фильтр,5,1743.65,8718.23,2025-10-02
6234,CUST-0115,1003,Масляный фильтр,18,1856.85,33423.32,2025-11-11
6235,CUST-0260,1015,Моторное масло 5W-40,6,4338.65,26031.93,2025-09-01
6236,CUST-0060,1008,Ремень ГРМ,2,2843.64,5687.28,2025-10-28
6237,CUST-0257,1009,Помпа водяная,11,3219.68,35416.44,2025-07-29
6238,CUST-0405,1017,Тормозная жидкость DOT-4,3,6282.35,18847.05,2025-08-22
6239,CUST-0285,1008,Ремень ГРМ,9,2641.84,23776.53,2025-12-18
6240,CUST-0297,1001,Тормозные колодки передние,16,1110.69,17771.04,2025-12-03
6241,CUST-0021,1013,Аккумулятор 60Ah,10,5114.84,51148.39,2025-05-07
6242,CUST-0413,1004,Воздушный фильтр,12,2157.28,25887.35,2025-06-13
6243,CUST-0465,1017,Тормозная жидкость DOT-4,11,6222.06,68442.7,2025-10-19
6244,CUST-0123,1004,Воздушный фильтр,18,1978.17,35607.06,2025-12-05
6245,CUST-0462,1013,Аккумулятор 60Ah,5,3811.82,19059.08,2025-05-23
6246,CUST-0121,1010,Радиатор охлаждения,20,3286.82,65736.4,2025-10-26
6247,CUST-0289,1006,Амортизатор передний,15,2081.15,31217.25,2025-06-11
6248,CUST-0117,1009,Помпа водяная,1,4046.84,4046.84,2025-09-22
6249,CUST-0005,1011,Генератор,14,4706.66,65893.22,2025-03-13
6250,CUST-0039,1002,Тормозные колодки задние,15,1481.77,22226.5,2025-07-01
6251,CUST-0143,1007,Амортизатор задний,15,2878.79,43181.81,2025-04-06
6252,CUST-0333,1002,Тормозные колодки задние,12,1179.52,14154.25,2025-06-28
6253,CUST-0137,1011,Генератор,8,4344.88,34759.01,2025-05-25
6254,CUST-0471,1002,Тормозные колодки задние,15,1379.42,20691.34,2025-09-22
6255,CUST-0358,1019,Лампы H4,14,6447.09,90259.2,2025-09-15
6256,CUST-0301,1017,Тормозная жидкость DOT-4,18,7058.61,127055.05,2025-03-26
6257,CUST-0017,1005,Свечи зажигания,4,2417.0,9668.0,2025-01-20
6258,CUST-0005,1015,Моторное масло 5W-40,5,5693.16,28465.82,2025-05-22
6259,CUST-0390,1001,Тормозные колодки передние,20,866.38,17327.67,2025-02-04
6260,CUST-0055,1004,Воздушный фильтр,6,1721.28,10327.7,2025-12-19
6261,CUST-0276,1015,Моторное масло 5W-40,12,5670.92,68051.0,2025-12-21
6262,CUST-0455,1001,Тормозные колодки передние,9,785.54,7069.88,2025-01-12
6263,CUST-0248,1010,Радиатор охлаждения,18,3641.29,65543.13,2025-02-11
6264,CUST-0140,1017,Тормозная жидкость DOT-4,14,5360.64,75048.98,2025-03-18
6265,CUST-0154,1014,Аккумулятор 75Ah,5,5539.18,27695.91,2025-09-12
6266,CUST-0213,1002,Тормозные колодки задние,9,1281.48,11533.28,2025-08-29
6267,CUST-0061,1003,Масляный фильтр,4,1753.25,7013.01,2025-09-15
6268,CUST-0119,1015,Моторное масло 5W-40,15,5904.5,88567.5,2025-05-05
6269,CUST-0025,1006,Амортизатор передний,11,2463.24,27095.68,2025-12-21
6270,CUST-0387,1010,Радиатор охлаждения,10,3336.19,33361.93,2025-01-15
6271,CUST-0431,1015,Моторное масло 5W-40,8,4536.03,36288.26,2025-07-12
6272,CUST-0315,1014,Аккумулятор 75Ah,17,5132.59,87254.02,2025-09-05
6273,CUST-0348,1009,Помпа водяная,20,3865.52,77310.35,2025-01-31
6274,CUST-0492,1007,Амортизатор задний,2,2543.38,5086.76,2025-04-27
6275,CUST-0227,1017,Тормозная жидкость DOT-4,4,6656.65,26626.59,2025-11-16
6276,CUST-0294,1020,Лампы H7,17,8067.12,137141.06,2025-03-15
6277,CUST-0083,1009,Помпа водяная,13,3907.04,50791.47,2025-05-26
6278,CUST-0271,1015,Моторное масло 5W-40,1,4850.33,4850.33,2025-03-04
6279,CUST-0262,1004,Воздушный фильтр,7,1544.39,10810.74,2025-08-07
6280,CUST-0043,1010,Радиатор охлаждения,8,3203.85,25630.79,2025-05-16
6281,CUST-0050,1012,Стартер,13,4927.28,64054.69,2025-09-19
6282,CUST-0305,1004,Воздушный фильтр,6,1847.79,11086.72,2025-02-11
6283,CUST-0139,1016,Антифриз G12,2,4548.54,9097.08,2025-05-04
6284,CUST-0432,1015,Моторное масло 5W-40,9,4670.35,42033.12,2025-03-21
6285,CUST-0241,1012,Стартер,13,4910.61,63837.99,2025-06-01
6286,CUST-0071,1001,Тормозные колодки передние,11,828.74,9116.19,2025-06-11
6287,CUST-0038,1003,Масляный фильтр,5,1378.44,6892.2,2025-06-22
6288,CUST-0059,1009,Помпа водяная,4,3625.86,14503.43,2025-10-31
6289,CUST-0006,1001,Тормозные колодки передние,5,760.41,3802.06,2025-09-08
6290,CUST-0333,1004,Воздушный фильтр,8,2052.75,16422.03,2025-10-26
6291,CUST-0185,1007,Амортизатор задний,2,3132.07,6264.13,2025-03-07
6292,CUST-0159,1006,Амортизатор передний,3,2977.77,8933.31,2025-05-16
6293,CUST-0225,1006,Амортизатор передний,14,2784.18,38978.46,2025-12-01
6294,CUST-0287,1008,Ремень ГРМ,12,3520.38,42244.53,2025-05-16
6295,CUST-0062,1005,Свечи зажигания,11,2428.09,26708.94,2025-03-05
6296,CUST-0161,1014,Аккумулятор 75Ah,4,5926.64,23706.57,2025-12-09
6297,CUST-0160,1020,Лампы H7,19,7467.41,141880.84,2025-05-19
6298,CUST-0044,1005,Свечи зажигания,14,2443.09,34203.3,2025-10-01
6299,CUST-0225,1009,Помпа водяная,11,3182.55,35008.08,2025-06-12
6300,CUST-0066,1018,Щётки стеклоочистителя,5,6003.69,30018.45,2025-11-25
6301,CUST-0055,1020,Лампы H7,12,5665.07,67980.87,2025-05-19
6302,CUST-0337,1020,Лампы H7,19,7746.83,147189.69,2025-06-09
6303,CUST-0069,1002,Тормозные колодки задние,6,1399.54,8397.22,2025-04-10
6304,CUST-0118,1012,Стартер,18,4148.27,74668.8,2025-06-28
6305,CUST-0486,1017,Тормозная жидкость DOT-4,2,6397.45,12794.91,2025-12-09
6306,CUST-0016,1011,Генератор,6,4075.47,24452.84,2025-06-22
6307,CUST-0447,1001,Тормозные колодки передние,16,868.56,13896.91,2025-09-12
6308,CUST-0452,1017,Тормозная жидкость DOT-4,3,6141.53,18424.6,2025-11-19
6309,CUST-0404,1015,Моторное масло 5W-40,7,5016.51,35115.59,2025-05-31
6310,CUST-0361,1005,Свечи зажигания,12,1908.23,22898.76,2025-12-26
6311,CUST-0130,1016,Антифриз G12,16,5599.48,89591.65,2025-05-27
6312,CUST-0407,1009,Помпа водяная,19,3286.96,62452.29,2025-10-28
6313,CUST-0145,1008,Ремень ГРМ,2,2882.65,5765.3,2025-01-28
6314,CUST-0291,1002,Тормозные колодки задние,14,1004.35,14060.96,2025-09-30
6315,CUST-0280,1017,Тормозная жидкость DOT-4,5,5676.66,28383.32,2025-08-11
6316,CUST-0187,1005,Свечи зажигания,15,2068.64,31029.53,2025-04-17
6317,CUST-0403,1016,Антифриз G12,15,5835.81,87537.13,2025-10-15
6318,CUST-0195,1012,Стартер,10,4643.14,46431.43,2025-01-11
6319,CUST-0012,1019,Лампы H4,4,5616.75,22466.99,2025-05-11
6320,CUST-0185,1001,Тормозные колодки передние,15,808.94,12134.03,2025-05-10
6321,CUST-0023,1012,Стартер,7,4555.34,31887.39,2025-02-17
6322,CUST-0315,1014,Аккумулятор 75Ah,2,5147.01,10294.02,2025-04-24
6323,CUST-0226,1005,Свечи зажигания,9,2160.14,19441.29,2025-10-16
6324,CUST-0185,1005,Свечи зажигания,13,2583.17,33581.27,2025-12-09
6325,CUST-0064,1004,Воздушный фильтр,16,1722.49,27559.78,2025-12-18
6326,CUST-0191,1013,Аккумулятор 60Ah,2,4158.01,8316.02,2025-01-31
6327,CUST-0346,1008,Ремень ГРМ,19,2871.43,54557.24,2025-11-21
6328,CUST-0133,1020,Лампы H7,17,8069.66,137184.23,2025-05-17
6329,CUST-0184,1005,Свечи зажигания,15,2237.21,33558.14,2025-03-21
6330,CUST-0436,1008,Ремень ГРМ,14,2613.51,36589.09,2025-09-13
6331,CUST-0372,1019,Лампы H4,9,6746.01,60714.1,2025-05-15
6332,CUST-0384,1011,Генератор,10,4232.31,42323.08,2025-07-01
6333,CUST-0376,1020,Лампы H7,12,7817.49,93809.87,2025-09-17
6334,CUST-0099,1004,Воздушный фильтр,6,1836.47,11018.81,2025-02-25
6335,CUST-0442,1016,Антифриз G12,10,6032.37,60323.71,2025-12-04
6336,CUST-0271,1005,Свечи зажигания,15,2388.18,35822.69,2025-04-28
6337,CUST-0144,1005,Свечи зажигания,5,2565.3,12826.52,2025-01-13
6338,CUST-0107,1006,Амортизатор передний,7,2599.7,18197.91,2025-07-21
6339,CUST-0237,1005,Свечи зажигания,16,2089.03,33424.48,2025-07-29
6340,CUST-0142,1009,Помпа водяная,1,3803.86,3803.86,2025-01-21
6341,CUST-0188,1009,Помпа водяная,13,3212.49,41762.37,2025-02-20
6342,CUST-0119,1003,Масляный фильтр,6,1595.27,9571.62,2025-09-16
6343,CUST-0180,1003,Масляный фильтр,4,1853.01,7412.06,2025-01-04
6344,CUST-0309,1005,Свечи зажигания,5,2215.41,11077.05,2025-03-24
6345,CUST-0150,1002,Тормозные колодки задние,16,1387.47,22199.56,2025-12-14
6346,CUST-0407,1011,Генератор,19,3829.32,72757.16,2025-09-27
6347,CUST-0461,1005,Свечи зажигания,15,2432.36,36485.45,2025-08-04
6348,CUST-0094,1016,Антифриз G12,16,6287.83,100605.22,2025-04-16
6349,CUST-0136,1020,Лампы H7,7,6375.45,44628.15,2025-04-22
6350,CUST-0404,1008,Ремень ГРМ,15,2741.91,41128.62,2025-03-10
6351,CUST-0312,1015,Моторное масло 5W-40,17,6297.2,107052.46,2025-08-03
6352,CUST-0491,1019,Лампы H4,6,5459.51,32757.03,2025-06-26
6353,CUST-0195,1004,Воздушный фильтр,2,1508.94,3017.88,2025-01-01
6354,CUST-0035,1016,Антифриз G12,15,6202.33,93034.92,2025-05-12
6355,CUST-0357,1007,Амортизатор задний,9,3322.98,29906.81,2025-09-25
6356,CUST-0196,1013,Аккумулятор 60Ah,19,4999.66,94993.45,2025-06-25
6357,CUST-0463,1007,Амортизатор задний,16,2326.82,37229.1,2025-07-02
6358,CUST-0014,1016,Антифриз G12,8,4750.65,38005.18,2025-07-02
6359,CUST-0287,1006,Амортизатор передний,1,2560.32,2560.32,2025-04-10
6360,CUST-0016,1003,Масляный фильтр,18,1533.24,27598.23,2025-12-07
6361,CUST-0319,1019,Лампы H4,12,5385.82,64629.8,2025-04-18
6362,CUST-0425,1008,Ремень ГРМ,15,3061.62,45924.23,2025-04-27
6363,CUST-0099,1004,Воздушный фильтр,5,1959.23,9796.13,2025-05-21
6364,CUST-0027,1003,Масляный фильтр,10,1573.25,15732.46,2025-03-23
6365,CUST-0425,1015,Моторное масло 5W-40,12,5538.89,66466.7,2025-12-23
6366,CUST-0279,1001,Тормозные колодки передние,17,806.02,13702.28,2025-01-10
6367,CUST-0078,1001,Тормозные колодки передние,20,772.05,15440.94,2025-03-30
6368,CUST-0245,1001,Тормозные колодки передние,18,995.7,17922.66,2025-02-13
6369,CUST-0433,1006,Амортизатор передний,4,2522.45,10089.79,2025-05-23
6370,CUST-0330,1012,Стартер,6,3929.29,23575.76,2025-12-25
6371,CUST-0020,1011,Генератор,19,3921.98,74517.64,2025-03-09
6372,CUST-0168,1008,Ремень ГРМ,7,2594.23,18159.63,2025-11-14
6373,CUST-0485,1020,Лампы H7,17,7484.35,127233.92,2025-06-29
6374,CUST-0405,1004,Воздушный фильтр,15,1770.58,26558.76,2025-11-14
6375,CUST-0008,1001,Тормозные колодки передние,7,812.76,5689.29,2025-10-10
6376,CUST-0223,1017,Тормозная жидкость DOT-4,18,4884.63,87923.37,2025-01-02
6377,CUST-0239,1020,Лампы H7,10,8082.14,80821.37,2025-06-22
6378,CUST-0376,1001,Тормозные колодки передние,6,1108.03,6648.17,2025-05-24
6379,CUST-0025,1004,Воздушный фильтр,8,2199.57,17596.53,2025-08-16
6380,CUST-0333,1017,Тормозная жидкость DOT-4,18,5755.09,103591.67,2025-06-28
6381,CUST-0350,1017,Тормозная жидкость DOT-4,16,5520.79,88332.59,2025-10-05
6382,CUST-0295,1011,Генератор,1,4205.01,4205.01,2025-02-19
6383,CUST-0317,1010,Радиатор охлаждения,11,3064.64,33711.05,2025-08-13
6384,CUST-0319,1006,Амортизатор передний,8,2390.83,19126.61,2025-05-30
6385,CUST-0257,1013,Аккумулятор 60Ah,5,4584.96,22924.81,2025-08-08
6386,CUST-0064,1011,Генератор,4,4127.79,16511.15,2025-05-28
6387,CUST-0496,1005,Свечи зажигания,2,2019.91,4039.81,2025-04-26
6388,CUST-0166,1018,Щётки стеклоочистителя,9,6913.58,62222.24,2025-01-24
6389,CUST-0250,1009,Помпа водяная,13,2951.08,38363.98,2025-07-17
6390,CUST-0310,1009,Помпа водяная,7,4027.47,28192.27,2025-04-14
6391,CUST-0402,1019,Лампы H4,10,5529.88,55298.75,2025-07-13
6392,CUST-0227,1015,Моторное масло 5W-40,9,6308.39,56775.47,2025-10-12
6393,CUST-0377,1018,Щётки стеклоочистителя,14,6409.1,89727.39,2025-12-23
6394,CUST-0139,1012,Стартер,18,4050.66,72911.96,2025-11-14
6395,CUST-0331,1003,Масляный фильтр,3,1284.13,3852.38,2025-08-12
6396,CUST-0149,1015,Моторное масло 5W-40,5,6328.97,31644.83,2025-02-16
6397,CUST-0335,1017,Тормозная жидкость DOT-4,15,6233.93,93509.01,2025-10-24
6398,CUST-0163,1015,Моторное масло 5W-40,18,5548.69,99876.49,2025-04-21
6399,CUST-0496,1015,Моторное масло 5W-40,16,4361.32,69781.09,2025-03-23
6400,CUST-0432,1009,Помпа водяная,19,3042.55,57808.38,2025-02-26
6401,CUST-0344,1014,Аккумулятор 75Ah,9,4712.75,42414.73,2025-11-02
6402,CUST-0133,1017,Тормозная жидкость DOT-4,5,6949.97,34749.84,2025-05-07
6403,CUST-0226,1015,Моторное масло 5W-40,18,4281.0,77058.07,2025-01-02
6404,CUST-0302,1010,Радиатор охлаждения,2,3723.71,7447.42,2025-04-13
6405,CUST-0261,1013,Аккумулятор 60Ah,12,3878.01,46536.12,2025-08-17
6406,CUST-0092,1012,Стартер,13,4876.14,63389.88,2025-08-10
6407,CUST-0427,1019,Лампы H4,5,7236.74,36183.68,2025-04-23
6408,CUST-0494,1006,Амортизатор передний,16,2952.83,47245.27,2025-06-25
6409,CUST-0200,1016,Антифриз G12,4,4817.21,19268.85,2025-09-05
6410,CUST-0128,1006,Амортизатор передний,3,2154.3,6462.9,2025-01-03
6411,CUST-0235,1001,Тормозные колодки передние,18,1042.66,18767.89,2025-12-04
6412,CUST-0301,1017,Тормозная жидкость DOT-4,19,5578.7,105995.3,2025-02-28
6413,CUST-0157,1012,Стартер,8,3748.26,29986.06,2025-04-03
6414,CUST-0004,1011,Генератор,13,3868.57,50291.39,2025-10-25
6415,CUST-0171,1018,Щётки стеклоочистителя,1,7188.65,7188.65,2025-09-09
6416,CUST-0311,1018,Щётки стеклоочистителя,7,6018.16,42127.13,2025-01-24
6417,CUST-0466,1007,Амортизатор задний,1,2477.46,2477.46,2025-05-18
6418,CUST-0208,1003,Масляный фильтр,8,1763.63,14109.07,2025-06-23
6419,CUST-0166,1007,Амортизатор задний,5,2911.85,14559.23,2025-08-11
6420,CUST-0348,1018,Щётки стеклоочистителя,9,6541.33,58871.98,2025-11-05
6421,CUST-0015,1015,Моторное масло 5W-40,15,5984.78,89771.7,2025-09-13
6422,CUST-0256,1002,Тормозные колодки задние,14,1021.99,14307.84,2025-05-20
6423,CUST-0404,1013,Аккумулятор 60Ah,4,5309.19,21236.74,2025-05-03
6424,CUST-0027,1008,Ремень ГРМ,15,2539.23,38088.5,2025-05-23
6425,CUST-0339,1019,Лампы H4,3,7165.13,21495.38,2025-09-07
6426,CUST-0287,1010,Радиатор охлаждения,10,3295.46,32954.63,2025-08-13
6427,CUST-0467,1003,Масляный фильтр,13,1398.98,18186.69,2025-12-26
6428,CUST-0041,1015,Моторное масло 5W-40,14,4646.22,65047.14,2025-07-03
6429,CUST-0427,1016,Антифриз G12,16,6299.98,100799.67,2025-01-04
6430,CUST-0427,1011,Генератор,9,4829.88,43468.95,2025-09-14
6431,CUST-0077,1014,Аккумулятор 75Ah,14,4243.88,59414.29,2025-05-29
6432,CUST-0141,1018,Щётки стеклоочистителя,16,5769.02,92304.25,2025-03-29
6433,CUST-0120,1016,Антифриз G12,17,5313.48,90329.2,2025-11-18
6434,CUST-0376,1003,Масляный фильтр,9,1318.02,11862.15,2025-11-06
6435,CUST-0215,1017,Тормозная жидкость DOT-4,17,5866.55,99731.34,2025-04-17
6436,CUST-0325,1009,Помпа водяная,19,2986.53,56744.16,2025-03-24
6437,CUST-0296,1005,Свечи зажигания,7,2374.54,16621.76,2025-10-27
6438,CUST-0289,1017,Тормозная жидкость DOT-4,6,5041.35,30248.09,2025-01-13
6439,CUST-0063,1001,Тормозные колодки передние,15,1012.0,15180.06,2025-04-19
6440,CUST-0140,1005,Свечи зажигания,1,2003.28,2003.28,2025-09-19
6441,CUST-0473,1009,Помпа водяная,12,3327.38,39928.51,2025-09-05
6442,CUST-0342,1003,Масляный фильтр,12,1768.78,21225.36,2025-05-17
6443,CUST-0195,1004,Воздушный фильтр,15,1987.43,29811.41,2025-07-19
6444,CUST-0281,1001,Тормозные колодки передние,10,868.37,8683.69,2025-10-29
6445,CUST-0051,1008,Ремень ГРМ,19,2605.65,49507.33,2025-07-25
6446,CUST-0206,1010,Радиатор охлаждения,12,3660.26,43923.08,2025-09-09
6447,CUST-0419,1015,Моторное масло 5W-40,13,6230.95,81002.39,2025-08-31
6448,CUST-0129,1014,Аккумулятор 75Ah,13,4801.74,62422.64,2025-09-04
6449,CUST-0065,1013,Аккумулятор 60Ah,2,4804.01,9608.02,2025-01-05
6450,CUST-0072,1017,Тормозная жидкость DOT-4,11,6768.44,74452.81,2025-10-28
6451,CUST-0165,1014,Аккумулятор 75Ah,10,4659.06,46590.65,2025-04-05
6452,CUST-0148,1003,Масляный фильтр,16,1477.35,23637.57,2025-10-21
6453,CUST-0271,1020,Лампы H7,18,6928.37,124710.67,2025-03-10
6454,CUST-0074,1019,Лампы H4,18,6565.86,118185.44,2025-08-28
6455,CUST-0073,1012,Стартер,10,4795.7,47957.01,2025-03-27
6456,CUST-0359,1001,Тормозные колодки передние,14,778.88,10904.28,2025-10-11
6457,CUST-0311,1012,Стартер,2,4224.77,8449.54,2025-03-29
6458,CUST-0348,1020,Лампы H7,18,6785.39,122136.95,2025-04-29
6459,CUST-0142,1017,Тормозная жидкость DOT-4,14,6614.66,92605.31,2025-01-18
6460,CUST-0072,1002,Тормозные колодки задние,13,1400.2,18202.64,2025-06-06
6461,CUST-0020,1014,Аккумулятор 75Ah,14,4404.34,61660.74,2025-05-06
6462,CUST-0029,1006,Амортизатор передний,3,2256.94,6770.83,2025-04-10
6463,CUST-0291,1003,Масляный фильтр,18,1685.19,30333.35,2025-05-03
6464,CUST-0056,1008,Ремень ГРМ,1,3621.05,3621.05,2025-02-27
6465,CUST-0206,1017,Тормозная жидкость DOT-4,9,6337.89,57040.98,2025-07-01
6466,CUST-0176,1009,Помпа водяная,17,3481.19,59180.29,2025-09-25
6467,CUST-0357,1016,Антифриз G12,11,5335.94,58695.38,2025-05-29
6468,CUST-0054,1012,Стартер,5,4496.65,22483.24,2025-06-25
6469,CUST-0312,1003,Масляный фильтр,9,1370.54,12334.82,2025-08-23
6470,CUST-0489,1009,Помпа водяная,12,3375.38,40504.58,2025-09-25
6471,CUST-0232,1007,Амортизатор задний,11,2331.97,25651.62,2025-10-20
6472,CUST-0234,1018,Щётки стеклоочистителя,7,6625.42,46377.92,2025-12-31
6473,CUST-0497,1003,Масляный фильтр,8,1455.11,11640.89,2025-07-23
6474,CUST-0449,1014,Аккумулятор 75Ah,20,4864.05,97281.05,2025-05-07
6475,CUST-0295,1007,Амортизатор задний,18,3051.05,54918.98,2025-07-01
6476,CUST-0035,1018,Щётки стеклоочистителя,14,6660.74,93250.31,2025-08-26
6477,CUST-0350,1018,Щётки стеклоочистителя,5,5817.55,29087.76,2025-07-18
6478,CUST-0384,1002,Тормозные колодки задние,4,1300.0,5200.01,2025-10-26
6479,CUST-0441,1004,Воздушный фильтр,14,1596.68,22353.55,2025-08-06
6480,CUST-0216,1020,Лампы H7,10,7243.01,72430.07,2025-12-27
6481,CUST-0411,1006,Амортизатор передний,19,2195.93,41722.6,2025-12-17
6482,CUST-0269,1018,Щётки стеклоочистителя,10,5343.47,53434.7,2025-07-05
6483,CUST-0235,1004,Воздушный фильтр,16,2224.58,35593.22,2025-04-08
6484,CUST-0430,1014,Аккумулятор 75Ah,16,5129.18,82066.86,2025-11-07
6485,CUST-0003,1002,Тормозные колодки задние,3,1406.33,4218.98,2025-03-09
6486,CUST-0030,1016,Антифриз G12,3,5865.11,17595.34,2025-12-14
6487,CUST-0380,1020,Лампы H7,11,7854.17,86395.86,2025-12-13
6488,CUST-0490,1005,Свечи зажигания,1,1914.39,1914.39,2025-12-05
6489,CUST-0066,1015,Моторное масло 5W-40,6,4464.33,26785.96,2025-03-05
6490,CUST-0325,1012,Стартер,3,4501.23,13503.69,2025-05-21
6491,CUST-0157,1012,Стартер,13,3800.16,49402.12,2025-05-19
6492,CUST-0049,1014,Аккумулятор 75Ah,6,4301.01,25806.05,2025-07-20
6493,CUST-0324,1011,Генератор,14,3913.06,54782.78,2025-05-01
6494,CUST-0181,1020,Лампы H7,7,8209.88,57469.16,2025-01-19
6495,CUST-0375,1017,Тормозная жидкость DOT-4,5,5433.88,27169.39,2025-03-09
6496,CUST-0345,1013,Аккумулятор 60Ah,5,4355.69,21778.43,2025-10-03
6497,CUST-0028,1003,Масляный фильтр,9,1259.06,11331.53,2025-11-26
6498,CUST-0438,1016,Антифриз G12,11,5205.08,57255.89,2025-11-01
6499,CUST-0141,1017,Тормозная жидкость DOT-4,10,4905.67,49056.71,2025-03-23
6500,CUST-0271,1002,Тормозные колодки задние,5,1442.07,7210.36,2025-06-02
6501,CUST-0144,1007,Амортизатор задний,12,2305.43,27665.15,2025-07-08
6502,CUST-0444,1001,Тормозные колодки передние,20,829.63,16592.69,2025-05-07
6503,CUST-0300,1006,Амортизатор передний,17,2054.11,34919.84,2025-11-24
6504,CUST-0013,1019,Лампы H4,20,7326.95,146538.91,2025-03-13
6505,CUST-0476,1009,Помпа водяная,9,2755.38,24798.38,2025-04-14
6506,CUST-0007,1003,Масляный фильтр,1,1817.06,1817.06,2025-08-28
6507,CUST-0090,1016,Антифриз G12,4,6005.87,24023.47,2025-05-01
6508,CUST-0067,1011,Генератор,8,4775.39,38203.13,2025-09-08
6509,CUST-0182,1016,Антифриз G12,8,5601.42,44811.34,2025-06-25
6510,CUST-0225,1009,Помпа водяная,15,3297.03,49455.39,2025-03-07
6511,CUST-0116,1015,Моторное масло 5W-40,12,5261.11,63133.29,2025-06-22
6512,CUST-0055,1011,Генератор,10,4155.8,41558.01,2025-05-28
6513,CUST-0200,1015,Моторное масло 5W-40,4,4631.91,18527.66,2025-07-28
6514,CUST-0350,1014,Аккумулятор 75Ah,4,4679.17,18716.69,2025-05-07
6515,CUST-0296,1019,Лампы H4,7,7346.42,51424.96,2025-03-07
6516,CUST-0363,1020,Лампы H7,9,5992.89,53935.99,2025-01-27
6517,CUST-0479,1005,Свечи зажигания,3,2052.53,6157.58,2025-11-25
6518,CUST-0426,1004,Воздушный фильтр,7,2163.53,15144.69,2025-04-24
6519,CUST-0081,1008,Ремень ГРМ,19,2563.17,48700.31,2025-08-30
6520,CUST-0330,1020,Лампы H7,18,8174.19,147135.43,2025-06-19
6521,CUST-0416,1017,Тормозная жидкость DOT-4,6,6867.64,41205.85,2025-08-17
6522,CUST-0453,1016,Антифриз G12,7,4984.24,34889.69,2025-10-17
6523,CUST-0310,1003,Масляный фильтр,5,1626.89,8134.44,2025-01-23
6524,CUST-0353,1008,Ремень ГРМ,15,3648.7,54730.48,2025-11-04
6525,CUST-0178,1004,Воздушный фильтр,5,2239.8,11198.99,2025-11-03
6526,CUST-0186,1008,Ремень ГРМ,19,3371.02,64049.42,2025-06-11
6527,CUST-0411,1015,Моторное масло 5W-40,3,6266.49,18799.46,2025-04-03
6528,CUST-0345,1003,Масляный фильтр,3,1513.39,4540.17,2025-04-06
6529,CUST-0362,1006,Амортизатор передний,2,2833.23,5666.47,2025-07-20
6530,CUST-0002,1011,Генератор,20,3394.37,67887.38,2025-05-22
6531,CUST-0449,1009,Помпа водяная,7,3291.58,23041.04,2025-04-21
6532,CUST-0108,1013,Аккумулятор 60Ah,9,4293.94,38645.46,2025-03-24
6533,CUST-0130,1019,Лампы H4,14,6794.13,95117.8,2025-03-17
6534,CUST-0238,1006,Амортизатор передний,1,2631.54,2631.54,2025-11-19
6535,CUST-0491,1005,Свечи зажигания,6,2554.87,15329.2,2025-08-15
6536,CUST-0081,1013,Аккумулятор 60Ah,17,4198.08,71367.38,2025-08-25
6537,CUST-0260,1017,Тормозная жидкость DOT-4,2,6762.05,13524.1,2025-08-17
6538,CUST-0055,1018,Щётки стеклоочистителя,11,6671.64,73387.99,2025-01-29
6539,CUST-0385,1020,Лампы H7,7,6017.98,42125.83,2025-07-10
6540,CUST-0302,1007,Амортизатор задний,2,2266.05,4532.1,2025-01-23
6541,CUST-0500,1002,Тормозные колодки задние,14,1105.85,15481.94,2025-03-13
