purchase_id,supplier_id,product_id,product_name,quantity,price_per_unit,total_amount,purchase_date
352,SUP-010,1003,Масляный фильтр,237,529.6,125514.64,2025-04-03
353,SUP-002,1018,Щётки стеклоочистителя,170,2481.82,421908.91,2025-06-17
354,SUP-007,1010,Радиатор охлаждения,176,1601.32,281833.06,2025-03-27
355,SUP-006,1015,Моторное масло 5W-40,199,2270.09,451747.97,2025-11-11
356,SUP-001,1014,Аккумулятор 75Ah,160,2367.36,378778.11,2025-02-08
357,SUP-003,1013,Аккумулятор 60Ah,206,2077.22,427907.69,2025-01-16
358,SUP-002,1005,Свечи зажигания,244,718.27,175257.75,2025-05-01
359,SUP-010,1012,Стартер,205,1802.0,369409.41,2025-01-17
360,SUP-006,1020,Лампы H7,98,3320.45,325404.33,2025-07-10
361,SUP-009,1015,Моторное масло 5W-40,59,2431.75,143473.27,2025-07-07
362,SUP-004,1013,Аккумулятор 60Ah,180,2230.76,401536.05,2025-02-28
363,SUP-007,1001,Тормозные колодки передние,115,412.28,47412.76,2025-10-15
364,SUP-008,1004,Воздушный фильтр,154,948.73,146105.04,2025-04-20
365,SUP-008,1020,Лампы H7,166,3345.07,555281.3,2025-04-13
366,SUP-008,1004,Воздушный фильтр,89,983.77,87555.69,2025-03-30
367,SUP-006,1015,Моторное масло 5W-40,64,2733.4,174937.88,2025-12-08
368,SUP-005,1012,Стартер,53,1977.5,104807.34,2025-06-03
369,SUP-009,1006,Амортизатор передний,109,1276.22,139107.74,2025-04-25
370,SUP-004,1004,Воздушный фильтр,122,956.43,116684.41,2025-09-10
371,SUP-006,1001,Тормозные колодки передние,204,424.65,86629.58,2025-08-28
372,SUP-002,1018,Щётки стеклоочистителя,86,2917.92,250941.34,2025-02-03
373,SUP-008,1010,Радиатор охлаждения,223,2099.64,468218.73,2025-09-27
374,SUP-002,1014,Аккумулятор 75Ah,229,2588.01,592653.67,2025-03-06
375,SUP-009,1011,Генератор,57,1738.73,99107.33,2025-06-26
376,SUP-003,1005,Свечи зажигания,113,1103.09,124648.65,2025-08-10
377,SUP-009,1017,Тормозная жидкость DOT-4,48,3084.73,148067.13,2025-03-20
378,SUP-004,1010,Радиатор охлаждения,104,1345.77,139960.11,2025-06-27
379,SUP-005,1017,Тормозная жидкость DOT-4,165,3105.46,512400.16,2025-04-11
380,SUP-005,1018,Щётки стеклоочистителя,160,2187.76,350040.87,2025-11-11
381,SUP-003,1018,Щётки стеклоочистителя,67,2753.86,184508.6,2025-10-31
382,SUP-010,1019,Лампы H4,98,2369.64,232224.82,2025-11-06
383,SUP-001,1011,Генератор,41,2104.61,86288.82,2025-02-11
384,SUP-010,1002,Тормозные колодки задние,155,595.34,92277.54,2025-08-02
385,SUP-009,1020,Лампы H7,35,3021.76,105761.7,2025-05-29
386,SUP-007,1010,Радиатор охлаждения,267,1420.39,379244.16,2025-06-02
387,SUP-003,1015,Моторное масло 5W-40,57,2577.98,146944.99,2025-08-14
388,SUP-006,1014,Аккумулятор 75Ah,267,2157.33,576007.27,2025-11-07
389,SUP-006,1005,Свечи зажигания,180,1152.28,207410.34,2025-06-26
390,SUP-009,1013,Аккумулятор 60Ah,86,2355.75,202594.34,2025-10-15
391,SUP-002,1004,Воздушный фильтр,183,708.78,129707.11,2025-05-17
392,SUP-001,1015,Моторное масло 5W-40,146,1879.62,274424.37,2025-05-29
393,SUP-003,1013,Аккумулятор 60Ah,234,1779.3,416357.15,2025-06-17
394,SUP-003,1019,Лампы H4,180,2398.99,431817.97,2025-09-13
395,SUP-005,1017,Тормозная жидкость DOT-4,259,2610.73,676179.74,2025-09-12
396,SUP-009,1001,Тормозные колодки передние,66,512.68,33836.71,2025-08-23
397,SUP-001,1008,Ремень ГРМ,130,1437.51,186876.05,2025-01-26
398,SUP-008,1010,Радиатор охлаждения,273,1737.77,474410.36,2025-05-27
399,SUP-007,1018,Щётки стеклоочистителя,24,3270.76,78498.21,2025-03-10
400,SUP-006,1009,Помпа водяная,207,1730.18,358147.64,2025-01-24
401,SUP-004,1013,Аккумулятор 60Ah,46,2141.57,98512.08,2025-07-05
402,SUP-009,1018,Щётки стеклоочистителя,167,2110.3,352419.7,2025-08-19
403,SUP-010,1018,Щётки стеклоочистителя,163,3237.97,527788.62,2025-12-15
404,SUP-002,1020,Лампы H7,80,2412.29,192983.57,2025-07-21
405,SUP-006,1012,Стартер,193,1985.72,383244.62,2025-03-15
406,SUP-001,1007,Амортизатор задний,280,1170.94,327862.16,2025-01-24
407,SUP-008,1002,Тормозные колодки задние,90,614.08,55266.98,2025-09-23
408,SUP-009,1015,Моторное масло 5W-40,96,2472.98,237406.29,2025-03-13
409,SUP-010,1011,Генератор,183,1458.44,266894.43,2025-06-03
410,SUP-009,1019,Лампы H4,192,2899.02,556612.05,2025-09-30
411,SUP-001,1016,Антифриз G12,173,2441.11,422311.17,2025-07-08
412,SUP-010,1011,Генератор,76,2255.4,171410.44,2025-06-07
413,SUP-010,1001,Тормозные колодки передние,262,359.74,94253.02,2025-10-23
414,SUP-003,1008,Ремень ГРМ,46,1437.64,66131.55,2025-09-26
415,SUP-004,1020,Лампы H7,214,2443.83,522979.6,2025-01-17
416,SUP-008,1019,Лампы H4,76,2400.49,182436.88,2025-06-10
417,SUP-004,1014,Аккумулятор 75Ah,97,2095.55,203268.56,2025-07-30
418,SUP-001,1017,Тормозная жидкость DOT-4,261,3143.77,820522.73,2025-12-28
419,SUP-006,1005,Свечи зажигания,285,808.85,230523.5,2025-12-06
420,SUP-003,1016,Антифриз G12,289,2308.71,667218.19,2025-08-24
421,SUP-005,1018,Щётки стеклоочистителя,195,2819.41,549784.92,2025-11-09
422,SUP-005,1016,Антифриз G12,118,3092.41,364903.85,2025-10-13
423,SUP-005,1010,Радиатор охлаждения,135,2047.34,276390.49,2025-05-28
424,SUP-006,1007,Амортизатор задний,270,1114.0,300780.68,2025-10-14
425,SUP-009,1009,Помпа водяная,167,1200.55,200491.2,2025-07-14
426,SUP-003,1013,Аккумулятор 60Ah,196,2573.93,504491.25,2025-05-29
427,SUP-002,1002,Тормозные колодки задние,167,686.59,114661.22,2025-06-27
428,SUP-004,1015,Моторное масло 5W-40,151,2652.86,400581.34,2025-04-14
429,SUP-005,1018,Щётки стеклоочистителя,158,3399.54,537126.67,2025-03-12
430,SUP-009,1004,Воздушный фильтр,142,709.11,100693.07,2025-04-26
431,SUP-006,1008,Ремень ГРМ,46,1075.15,49456.83,2025-08-30
432,SUP-009,1004,Воздушный фильтр,90,602.33,54209.85,2025-03-22
433,SUP-004,1014,Аккумулятор 75Ah,263,2172.94,571482.75,2025-05-28
434,SUP-002,1011,Генератор,166,1929.75,320338.58,2025-11-30
435,SUP-001,1019,Лампы H4,138,2942.86,406115.35,2025-03-31
436,SUP-001,1014,Аккумулятор 75Ah,110,2720.71,299277.78,2025-07-23
437,SUP-005,1016,Антифриз G12,115,3064.42,352408.51,2025-01-20
438,SUP-002,1001,Тормозные колодки передние,172,427.79,73580.12,2025-06-21
439,SUP-009,1010,Радиатор охлаждения,252,2090.19,526727.76,2025-09-26
440,SUP-008,1016,Антифриз G12,88,2948.93,259505.9,2025-05-20
441,SUP-008,1007,Амортизатор задний,77,1123.21,86487.31,2025-11-28
442,SUP-006,1009,Помпа водяная,115,1111.62,127836.24,2025-06-01
443,SUP-007,1019,Лампы H4,118,2376.4,280415.73,2025-08-07
444,SUP-002,1017,Тормозная жидкость DOT-4,187,2023.6,378413.45,2025-04-05
445,SUP-004,1005,Свечи зажигания,264,869.89,229651.19,2025-01-04
446,SUP-005,1009,Помпа водяная,216,1294.31,279569.89,2025-06-18
447,SUP-006,1010,Радиатор охлаждения,25,1435.4,35884.95,2025-12-21
448,SUP-008,1008,Ремень ГРМ,51,1500.84,76542.82,2025-06-07
449,SUP-005,1006,Амортизатор передний,227,1211.64,275043.23,2025-12-20
450,SUP-004,1004,Воздушный фильтр,171,765.39,130882.5,2025-04-23
451,SUP-010,1005,Свечи зажигания,264,780.42,206031.52,2025-07-11
452,SUP-004,1014,Аккумулятор 75Ah,261,2508.82,654802.18,2025-05-07
453,SUP-009,1020,Лампы H7,61,3067.09,187092.24,2025-12-27
454,SUP-002,1012,Стартер,59,2363.11,139423.31,2025-02-01
455,SUP-009,1018,Щётки стеклоочистителя,278,2303.24,640299.38,2025-03-18
456,SUP-008,1006,Амортизатор передний,187,1312.69,245473.33,2025-03-01
457,SUP-009,1007,Амортизатор задний,270,961.39,259574.11,2025-08-17
458,SUP-007,1002,Тормозные колодки задние,252,439.58,110774.99,2025-08-22
459,SUP-005,1019,Лампы H4,49,2980.11,146025.17,2025-01-12
460,SUP-004,1013,Аккумулятор 60Ah,150,2418.51,362776.48,2025-10-24
461,SUP-002,1003,Масляный фильтр,43,658.89,28332.12,2025-10-05
462,SUP-008,1002,Тормозные колодки задние,55,695.84,38271.26,2025-01-17
463,SUP-003,1010,Радиатор охлаждения,229,1361.98,311894.15,2025-11-25
464,SUP-007,1014,Аккумулятор 75Ah,211,2791.43,588991.29,2025-08-18
465,SUP-009,1013,Аккумулятор 60Ah,212,1590.28,337139.62,2025-03-10
466,SUP-009,1012,Стартер,80,1587.4,126991.78,2025-07-21
467,SUP-004,1017,Тормозная жидкость DOT-4,85,2937.2,249661.82,2025-01-02
468,SUP-009,1001,Тормозные колодки передние,172,404.18,69518.25,2025-08-06
469,SUP-004,1018,Щётки стеклоочистителя,214,3235.04,692298.7,2025-08-24
470,SUP-002,1012,Стартер,99,1689.43,167253.79,2025-01-17
471,SUP-002,1014,Аккумулятор 75Ah,28,1888.8,52886.39,2025-02-21
472,SUP-001,1020,Лампы H7,37,2936.63,108655.23,2025-05-06
473,SUP-009,1002,Тормозные колодки задние,225,531.69,119629.99,2025-04-22
474,SUP-005,1002,Тормозные колодки задние,91,551.17,50156.36,2025-04-30
475,SUP-006,1019,Лампы H4,183,3009.52,550742.68,2025-05-02
476,SUP-009,1010,Радиатор охлаждения,93,2087.13,194102.72,2025-04-24
477,SUP-009,1014,Аккумулятор 75Ah,173,1930.18,333921.95,2025-10-30
478,SUP-001,1006,Амортизатор передний,238,1133.51,269775.48,2025-06-26
479,SUP-007,1013,Аккумулятор 60Ah,288,1858.58,535269.96,2025-07-29
480,SUP-009,1005,Свечи зажигания,173,897.64,155292.0,2025-08-31
481,SUP-003,1008,Ремень ГРМ,135,1225.55,165449.56,2025-08-26
482,SUP-009,1002,Тормозные колодки задние,231,690.34,159467.58,2025-09-29
483,SUP-004,1005,Свечи зажигания,218,827.5,180395.16,2025-06-19
484,SUP-002,1003,Масляный фильтр,250,817.68,204418.75,2025-10-02
485,SUP-010,1007,Амортизатор задний,46,1081.21,49735.73,2025-11-05
486,SUP-010,1002,Тормозные колодки задние,57,456.45,26017.59,2025-12-10
487,SUP-006,1018,Щётки стеклоочистителя,131,2719.09,356200.96,2025-06-05
488,SUP-002,1001,Тормозные колодки передние,128,510.86,65390.2,2025-09-03
489,SUP-004,1008,Ремень ГРМ,124,1297.47,160886.78,2025-10-10
490,SUP-009,1011,Генератор,164,1671.15,274067.81,2025-11-29
491,SUP-009,1012,Стартер,177,1674.64,296411.23,2025-09-12
492,SUP-008,1015,Моторное масло 5W-40,70,2723.59,190651.38,2025-06-13
493,SUP-001,1007,Амортизатор задний,209,1111.22,232245.47,2025-10-16
494,SUP-009,1008,Ремень ГРМ,94,1012.16,95143.5,2025-10-27
495,SUP-004,1019,Лампы H4,233,2564.93,597628.19,2025-06-18
496,SUP-004,1008,Ремень ГРМ,214,1427.34,305451.22,2025-09-13
497,SUP-008,1018,Щётки стеклоочистителя,192,2385.99,458110.11,2025-11-25
498,SUP-006,1016,Антифриз G12,255,2027.12,516914.43,2025-03-28
499,SUP-009,1005,Свечи зажигания,299,956.37,285953.45,2025-11-25
500,SUP-002,1002,Тормозные колодки задние,288,410.15,118122.37,2025-12-09
501,SUP-004,1002,Тормозные колодки задние,23,523.72,12045.51,2025-02-04
502,SUP-008,1005,Свечи зажигания,24,814.83,19555.87,2025-07-11
503,SUP-001,1002,Тормозные колодки задние,267,597.79,159608.68,2025-01-04
504,SUP-009,1018,Щётки стеклоочистителя,230,2017.78,464088.58,2025-05-21
505,SUP-007,1018,Щётки стеклоочистителя,166,2025.71,336268.51,2025-04-02
506,SUP-004,1004,Воздушный фильтр,69,835.97,57682.17,2025-04-09
507,SUP-006,1020,Лампы H7,289,2616.49,756165.62,2025-05-17
508,SUP-007,1013,Аккумулятор 60Ah,60,1919.68,115180.98,2025-08-24
509,SUP-004,1019,Лампы H4,144,3659.62,526984.85,2025-06-03
510,SUP-007,1003,Масляный фильтр,36,535.06,19262.26,2025-07-13
511,SUP-001,1018,Щётки стеклоочистителя,263,2084.17,548137.34,2025-12-26
512,SUP-007,1006,Амортизатор передний,62,1099.92,68194.73,2025-11-27
513,SUP-001,1011,Генератор,68,2172.42,147724.66,2025-04-28
514,SUP-002,1007,Амортизатор задний,263,1082.99,284826.15,2025-12-17
515,SUP-001,1009,Помпа водяная,298,1564.9,466338.9,2025-04-02
516,SUP-010,1011,Генератор,28,2237.43,62648.11,2025-03-15
517,SUP-010,1013,Аккумулятор 60Ah,59,1836.69,108364.5,2025-05-04
518,SUP-009,1019,Лампы H4,219,3166.33,693426.29,2025-06-19
519,SUP-002,1013,Аккумулятор 60Ah,91,2389.31,217427.24,2025-09-14
520,SUP-004,1012,Стартер,47,1502.57,70620.79,2025-02-08
521,SUP-006,1011,Генератор,223,2244.7,500567.55,2025-01-16
522,SUP-006,1009,Помпа водяная,250,1504.75,376186.96,2025-10-11
523,SUP-010,1013,Аккумулятор 60Ah,241,1708.96,411858.17,2025-12-05
524,SUP-005,1013,Аккумулятор 60Ah,63,2368.69,149227.36,2025-05-07
525,SUP-007,1003,Масляный фильтр,62,600.49,37230.35,2025-12-31
526,SUP-002,1005,Свечи зажигания,219,866.26,189710.08,2025-02-16
527,SUP-005,1001,Тормозные колодки передние,177,400.07,70811.61,2025-02-22
528,SUP-008,1005,Свечи зажигания,64,798.38,51096.36,2025-10-13
529,SUP-001,1018,Щётки стеклоочистителя,282,2612.07,736602.69,2025-02-15
530,SUP-006,1012,Стартер,67,2026.77,135793.64,2025-07-17
531,SUP-002,1001,Тормозные колодки передние,169,393.11,66435.13,2025-10-14
532,SUP-007,1008,Ремень ГРМ,286,1127.19,322375.54,2025-03-28
533,SUP-008,1005,Свечи зажигания,157,858.09,134720.74,2025-03-16
534,SUP-007,1003,Масляный фильтр,105,663.0,69615.38,2025-06-03
535,SUP-004,1016,Антифриз G12,59,2287.52,134963.6,2025-11-17
536,SUP-003,1016,Антифриз G12,120,2418.11,290173.58,2025-06-05
537,SUP-010,1001,Тормозные колодки передние,222,374.75,83194.25,2025-07-14
538,SUP-010,1011,Генератор,245,1626.37,398460.12,2025-03-11
539,SUP-004,1010,Радиатор охлаждения,184,1742.89,320691.79,2025-09-03
540,SUP-006,1011,Генератор,110,2240.46,246450.63,2025-05-30
541,SUP-005,1016,Антифриз G12,144,2239.95,322552.28,2025-07-21
542,SUP-004,1012,Стартер,78,2378.67,185536.3,2025-10-31
543,SUP-009,1018,Щётки стеклоочистителя,112,3022.57,338527.72,2025-01-14
544,SUP-005,1015,Моторное масло 5W-40,127,2259.03,286896.82,2025-12-21
545,SUP-003,1003,Масляный фильтр,229,752.37,172291.96,2025-11-21
546,SUP-003,1010,Радиатор охлаждения,143,1427.41,204120.13,2025-08-05
547,SUP-010,1013,Аккумулятор 60Ah,57,2005.2,114296.4,2025-09-03
548,SUP-007,1019,Лампы H4,225,2941.63,661866.45,2025-10-06
549,SUP-009,1002,Тормозные колодки задние,204,610.49,124540.02,2025-11-01
550,SUP-006,1003,Масляный фильтр,75,788.36,59126.83,2025-03-27
551,SUP-007,1020,Лампы H7,42,3129.31,131431.17,2025-06-19
552,SUP-005,1014,Аккумулятор 75Ah,74,1612.66,119336.64,2025-04-24
553,SUP-010,1017,Тормозная жидкость DOT-4,285,2695.14,768115.08,2025-04-24
554,SUP-010,1015,Моторное масло 5W-40,211,2198.7,463924.87,2025-12-20
555,SUP-001,1017,Тормозная жидкость DOT-4,97,2391.58,231983.12,2025-09-05
556,SUP-002,1004,Воздушный фильтр,171,787.19,134609.31,2025-03-01
557,SUP-008,1005,Свечи зажигания,198,863.74,171021.0,2025-04-16
558,SUP-002,1017,Тормозная жидкость DOT-4,267,2396.33,639819.56,2025-08-13
559,SUP-001,1015,Моторное масло 5W-40,183,1785.65,326773.45,2025-12-30
560,SUP-002,1004,Воздушный фильтр,31,982.13,30446.06,2025-12-13
561,SUP-009,1006,Амортизатор передний,144,1109.6,159781.87,2025-03-23
562,SUP-004,1011,Генератор,238,2234.5,531811.25,2025-07-27
563,SUP-007,1006,Амортизатор передний,115,1184.29,136193.04,2025-07-22
564,SUP-007,1001,Тормозные колодки передние,121,401.15,48539.68,2025-07-19
565,SUP-002,1001,Тормозные колодки передние,129,346.3,44672.89,2025-10-23
566,SUP-006,1004,Воздушный фильтр,294,684.13,201134.79,2025-04-11
567,SUP-008,1015,Моторное масло 5W-40,78,2034.5,158691.05,2025-09-28
568,SUP-010,1011,Генератор,218,1896.03,413333.6,2025-02-28
569,SUP-010,1012,Стартер,200,2287.79,457558.74,2025-03-30
570,SUP-006,1010,Радиатор охлаждения,63,1804.9,113708.64,2025-03-02
571,SUP-006,1008,Ремень ГРМ,176,1087.71,191437.26,2025-12-22
572,SUP-010,1005,Свечи зажигания,281,903.94,254008.04,2025-03-12
573,SUP-008,1019,Лампы H4,216,2766.29,597517.79,2025-11-22
574,SUP-008,1018,Щётки стеклоочистителя,108,2832.37,305895.84,2025-05-28
575,SUP-008,1005,Свечи зажигания,115,865.15,99492.77,2025-11-14
576,SUP-008,1002,Тормозные колодки задние,203,685.55,139167.17,2025-03-11
577,SUP-009,1007,Амортизатор задний,216,1550.58,334926.28,2025-12-01
578,SUP-007,1016,Антифриз G12,229,2724.34,623873.98,2025-12-30
579,SUP-010,1015,Моторное масло 5W-40,270,1913.25,516577.01,2025-01-16
580,SUP-004,1008,Ремень ГРМ,169,1024.52,173144.1,2025-10-03
581,SUP-010,1010,Радиатор охлаждения,106,1902.67,201682.61,2025-09-11
582,SUP-002,1018,Щётки стеклоочистителя,281,2169.82,609718.43,2025-05-18
583,SUP-001,1018,Щётки стеклоочистителя,207,2813.07,582304.47,2025-08-14
584,SUP-002,1018,Щётки стеклоочистителя,131,3484.66,456490.93,2025-12-01
585,SUP-001,1008,Ремень ГРМ,172,1656.11,284850.47,2025-08-19
586,SUP-002,1009,Помпа водяная,198,1811.31,358640.31,2025-08-13
587,SUP-010,1004,Воздушный фильтр,141,694.45,97916.77,2025-12-19
588,SUP-003,1012,Стартер,239,1574.28,376253.09,2025-04-16
589,SUP-009,1007,Амортизатор задний,50,1284.8,64240.01,2025-05-24
590,SUP-005,1020,Лампы H7,295,2477.82,730957.68,2025-05-29
591,SUP-009,1019,Лампы H4,156,3600.03,561604.03,2025-12-14
592,SUP-007,1004,Воздушный фильтр,89,1033.25,91959.02,2025-01-31
593,SUP-003,1009,Помпа водяная,84,1678.68,141008.86,2025-05-08
594,SUP-007,1005,Свечи зажигания,184,1134.95,208831.34,2025-09-08
595,SUP-007,1005,Свечи зажигания,157,1029.6,161647.47,2025-08-20
596,SUP-005,1003,Масляный фильтр,67,651.07,43621.63,2025-12-22
597,SUP-006,1012,Стартер,252,2397.77,604237.23,2025-10-25
598,SUP-008,1001,Тормозные колодки передние,67,464.46,31118.8,2025-11-22
599,SUP-007,1012,Стартер,52,2235.46,116244.01,2025-04-22
600,SUP-006,1014,Аккумулятор 75Ah,128,2193.66,280788.22,2025-05-26
601,SUP-010,1011,Генератор,300,1863.49,559045.59,2025-09-06
602,SUP-008,1011,Генератор,44,1344.79,59170.95,2025-01-09
603,SUP-001,1004,Воздушный фильтр,100,798.58,79857.87,2025-08-08
604,SUP-005,1007,Амортизатор задний,87,1495.45,130104.13,2025-03-23
605,SUP-005,1009,Помпа водяная,67,1640.04,109882.35,2025-02-12
606,SUP-005,1012,Стартер,104,1454.38,151255.17,2025-12-25
607,SUP-002,1008,Ремень ГРМ,239,1491.61,356495.73,2025-01-01
608,SUP-010,1007,Амортизатор задний,264,952.61,251488.68,2025-04-26
609,SUP-006,1017,Тормозная жидкость DOT-4,247,1913.23,472568.77,2025-03-03
610,SUP-004,1014,Аккумулятор 75Ah,87,2173.24,189071.91,2025-07-16
611,SUP-006,1003,Масляный фильтр,72,538.7,38786.44,2025-06-03
612,SUP-003,1005,Свечи зажигания,215,1106.07,237804.35,2025-11-25
613,SUP-001,1005,Свечи зажигания,55,978.52,53818.43,2025-11-09
614,SUP-004,1006,Амортизатор передний,245,1010.71,247624.59,2025-11-18
615,SUP-008,1005,Свечи зажигания,230,1023.44,235391.18,2025-04-22
616,SUP-002,1003,Масляный фильтр,71,552.5,39227.85,2025-10-29
617,SUP-006,1013,Аккумулятор 60Ah,199,2583.65,514147.31,2025-03-13
618,SUP-004,1008,Ремень ГРМ,161,1483.47,238837.93,2025-10-11
619,SUP-001,1020,Лампы H7,165,3485.3,575074.49,2025-12-04
620,SUP-009,1010,Радиатор охлаждения,125,1665.97,208246.78,2025-04-07
621,SUP-004,1013,Аккумулятор 60Ah,171,2226.94,380806.91,2025-09-11
622,SUP-010,1013,Аккумулятор 60Ah,77,1771.22,136383.71,2025-02-06
623,SUP-006,1017,Тормозная жидкость DOT-4,26,3306.31,85964.0,2025-03-09
624,SUP-003,1013,Аккумулятор 60Ah,235,1911.09,449105.92,2025-08-30
625,SUP-001,1003,Масляный фильтр,28,720.26,20167.32,2025-05-15
626,SUP-007,1007,Амортизатор задний,40,1522.74,60909.64,2025-09-17
627,SUP-007,1010,Радиатор охлаждения,276,1890.4,521750.12,2025-12-26
628,SUP-009,1013,Аккумулятор 60Ah,62,2220.6,137677.48,2025-11-12
629,SUP-002,1005,Свечи зажигания,162,743.89,120509.93,2025-09-19
630,SUP-007,1007,Амортизатор задний,99,1262.06,124944.27,2025-10-28
631,SUP-004,1003,Масляный фильтр,178,762.0,135636.62,2025-01-30
632,SUP-002,1008,Ремень ГРМ,64,1693.47,108382.13,2025-08-21
633,SUP-003,1020,Лампы H7,48,2710.33,130095.77,2025-03-03
634,SUP-003,1001,Тормозные колодки передние,90,457.84,41205.37,2025-09-12
635,SUP-005,1012,Стартер,287,1943.08,557665.1,2025-03-27
636,SUP-005,1012,Стартер,84,2187.27,183730.28,2025-03-02
637,SUP-005,1001,Тормозные колодки передние,191,481.6,91985.46,2025-09-26
638,SUP-010,1003,Масляный фильтр,154,767.12,118136.67,2025-11-18
639,SUP-006,1003,Масляный фильтр,274,670.7,183771.57,2025-01-29
640,SUP-005,1016,Антифриз G12,105,2296.38,241119.74,2025-02-22
641,SUP-009,1019,Лампы H4,79,2459.74,194319.22,2025-01-02
642,SUP-008,1002,Тормозные колодки задние,26,473.37,12307.5,2025-07-06
643,SUP-001,1013,Аккумулятор 60Ah,96,1701.33,163327.78,2025-10-11
644,SUP-007,1014,Аккумулятор 75Ah,134,1986.16,266145.76,2025-06-13
645,SUP-002,1009,Помпа водяная,59,1571.52,92719.51,2025-09-15
646,SUP-009,1002,Тормозные колодки задние,111,466.96,51832.06,2025-01-24
647,SUP-005,1013,Аккумулятор 60Ah,55,2486.62,136763.83,2025-06-09
648,SUP-001,1011,Генератор,64,1839.26,117712.9,2025-07-08
649,SUP-005,1007,Амортизатор задний,169,1280.57,216416.25,2025-11-15
650,SUP-008,1008,Ремень ГРМ,257,1276.21,327984.74,2025-04-11
651,SUP-007,1018,Щётки стеклоочистителя,145,2225.85,322748.19,2025-01-13
652,SUP-001,1008,Ремень ГРМ,297,1259.82,374165.88,2025-06-21
653,SUP-005,1001,Тормозные колодки передние,212,491.03,104097.59,2025-02-23
654,SUP-007,1007,Амортизатор задний,291,1563.6,455008.51,2025-09-09
655,SUP-002,1002,Тормозные колодки задние,92,613.5,56441.61,2025-01-23
656,SUP-006,1008,Ремень ГРМ,286,1309.79,374600.68,2025-08-23
657,SUP-007,1003,Масляный фильтр,68,689.54,46888.41,2025-02-08
658,SUP-003,1019,Лампы H4,51,2785.1,142040.0,2025-05-02
659,SUP-007,1010,Радиатор охлаждения,153,1965.82,300770.82,2025-12-25
660,SUP-004,1011,Генератор,182,1741.44,316941.88,2025-02-08
661,SUP-010,1007,Амортизатор задний,89,1426.46,126954.71,2025-02-25
662,SUP-008,1005,Свечи зажигания,74,786.3,58185.97,2025-06-10
663,SUP-004,1014,Аккумулятор 75Ah,81,2243.11,181691.87,2025-08-20
664,SUP-002,1010,Радиатор охлаждения,257,1438.51,369696.33,2025-02-16
665,SUP-010,1006,Амортизатор передний,175,1295.83,226770.6,2025-01-21
666,SUP-004,1007,Амортизатор задний,187,1000.12,187022.17,2025-07-02
667,SUP-005,1013,Аккумулятор 60Ah,282,1555.07,438529.58,2025-05-14
668,SUP-008,1006,Амортизатор передний,35,1371.26,47994.03,2025-10-12
669,SUP-002,1018,Щётки стеклоочистителя,147,2142.09,314886.92,2025-03-13
670,SUP-004,1004,Воздушный фильтр,26,627.75,16321.53,2025-03-08
671,SUP-002,1007,Амортизатор задний,225,1151.26,259033.91,2025-10-26
672,SUP-002,1019,Лампы H4,152,3544.95,538832.4,2025-01-12
673,SUP-008,1003,Масляный фильтр,121,838.44,101450.76,2025-03-07
674,SUP-008,1003,Масляный фильтр,189,545.95,103184.15,2025-01-26
675,SUP-007,1006,Амортизатор передний,241,1293.01,311615.71,2025-09-12
676,SUP-003,1001,Тормозные колодки передние,215,453.72,97550.42,2025-07-01
677,SUP-008,1007,Амортизатор задний,115,1085.61,124845.46,2025-03-18
678,SUP-008,1002,Тормозные колодки задние,145,594.18,86156.61,2025-07-30
679,SUP-005,1018,Щётки стеклоочистителя,265,2091.47,554239.18,2025-07-16
680,SUP-009,1005,Свечи зажигания,234,804.72,188303.39,2025-05-08
681,SUP-006,1018,Щётки стеклоочистителя,29,3484.11,101039.06,2025-09-03
682,SUP-010,1018,Щётки стеклоочистителя,268,2516.05,674301.72,2025-09-15
683,SUP-001,1011,Генератор,218,1563.67,340881.1,2025-06-13
684,SUP-005,1020,Лампы H7,132,2248.35,296782.29,2025-01-30
685,SUP-010,1016,Антифриз G12,291,2282.53,664217.51,2025-04-30
686,SUP-004,1006,Амортизатор передний,71,948.71,67358.71,2025-05-17
687,SUP-004,1018,Щётки стеклоочистителя,48,3146.07,151011.58,2025-10-22
688,SUP-003,1013,Аккумулятор 60Ah,201,2552.11,512973.46,2025-04-01
689,SUP-006,1008,Ремень ГРМ,182,1604.66,292047.7,2025-10-30
690,SUP-010,1001,Тормозные колодки передние,200,513.2,102640.14,2025-03-14
691,SUP-008,1019,Лампы H4,116,3417.8,396464.51,2025-10-05
692,SUP-002,1010,Радиатор охлаждения,109,1641.39,178911.81,2025-01-29
693,SUP-008,1008,Ремень ГРМ,132,1014.95,133972.87,2025-01-01
694,SUP-006,1011,Генератор,123,2086.28,256612.97,2025-04-01
695,SUP-010,1011,Генератор,50,1321.37,66068.25,2025-12-27
696,SUP-006,1005,Свечи зажигания,76,1144.4,86974.59,2025-02-07
697,SUP-006,1012,Стартер,222,2015.32,447400.48,2025-06-04
698,SUP-007,1011,Генератор,89,2251.46,200380.31,2025-11-24
699,SUP-009,1016,Антифриз G12,182,2035.17,370401.6,2025-12-22
700,SUP-010,1020,Лампы H7,202,2568.34,518804.96,2025-03-31
701,SUP-005,1013,Аккумулятор 60Ah,177,2325.74,411656.75,2025-03-07
702,SUP-010,1006,Амортизатор передний,20,1369.27,27385.46,2025-07-20
703,SUP-006,1019,Лампы H4,36,2386.78,85924.04,2025-11-10
704,SUP-003,1008,Ремень ГРМ,73,1702.52,124283.66,2025-06-19
